country,iso3,Arrivals total,Departures total,Arrivals full-freight,Departures full-freight,Arrivals belly,Departures belly,Cargo-in full freight (tons),Cargo-out full freight (tons),Cargo-in belly (tons),Cargo-out belly (tons),Fashion_en_textiel_fraction_in,Industrie_en_materialen_fraction_in,Low_value_bulk_fraction_in,Machines_en_elektronica_fraction_in,Overig_fraction_in,Perishables_fraction_in,Pharma_fraction_in,Transport_fraction_in,Fashion_en_textiel_fraction_out,Industrie_en_materialen_fraction_out,Low_value_bulk_fraction_out,Machines_en_elektronica_fraction_out,Overig_fraction_out,Perishables_fraction_out,Pharma_fraction_out,Transport_fraction_out,Fashion_en_textiel_eur_per_ton_in,Fashion_en_textiel_eur_per_ton_out,Industrie_en_materialen_eur_per_ton_in,Industrie_en_materialen_eur_per_ton_out,Low_value_bulk_eur_per_ton_in,Low_value_bulk_eur_per_ton_out,Machines_en_elektronica_eur_per_ton_in,Machines_en_elektronica_eur_per_ton_out,Overig_eur_per_ton_in,Overig_eur_per_ton_out,Perishables_eur_per_ton_in,Perishables_eur_per_ton_out,Pharma_eur_per_ton_in,Pharma_eur_per_ton_out,Transport_eur_per_ton_in,Transport_eur_per_ton_out
Kazakhstan,KAZ,209,209,0,0,209,209,0.0,0.0,1065.9,1065.9,0.13829787234042554,0.22340425531914893,0.031914893617021274,0.3829787234042553,0.031914893617021274,0.07446808510638298,0.031914893617021274,0.0851063829787234,0.02185338865836791,0.10982019363762102,0.05504840940525588,0.04426002766251729,0.04702627939142462,0.5861687413554634,0.11313969571230982,0.02268326417704011,29.846153846153847,58.51898734177215,10.047619047619047,30.957178841309823,1.0,6.040201005025126,84.52777777777777,97.74375,36.0,18.405882352941177,7.285714285714286,15.297310051911278,12.333333333333334,120.12713936430318,221.125,334.5
Kenya,KEN,1346,819,596,68,750,751,65197.20000000001,6740.8,26787.1,26799.8,0.0011900576096070103,0.0011900576096070103,0.0003245611662564574,0.0016768993589916963,0.0001622805831282287,0.9945365537013495,0.0001622805831282287,0.0007573093879317339,0.01948051948051948,0.14680971202710333,0.020609824957651048,0.06578204404291361,0.03359683794466403,0.3848108413325805,0.25889328063241107,0.07001693958215698,27.727272727272727,15.768115942028986,11.522727272727273,22.765384615384615,1.1666666666666665,10.493150684931505,101.74193548387098,78.49785407725322,13.166666666666666,15.084033613445378,13.844660194174757,22.47982391782832,25.333333333333332,55.20283533260633,292.53571428571433,122.22580645161293
South Korea,KOR,855,762,239,146,616,616,18937.399999999998,9314.8,29343.800000000003,29326.5,0.04438322620140803,0.09002907866544231,0.07273492500765229,0.5624426078971534,0.044268441995714725,0.06183042546678911,0.09014386287113561,0.03416743189470462,0.04759548782901246,0.1205224619038195,0.06659410251335839,0.05991490203839303,0.0632297644963388,0.44552740945972685,0.14803087274886206,0.048584999010488815,30.923275862068966,88.47297297297298,42.4177645558861,38.25779967159278,34.04260915307733,22.909361069836553,197.00054421768706,141.15441783649877,98.73379429559206,15.625195618153363,17.5,10.729372570794004,160.8590831918506,259.0220588235294,153.1276595744681,216.19246435845216
Latvia,LVA,700,700,0,0,700,700,0.0,0.0,84.0,84.0,0.4545454545454545,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.12250712250712249,0.07692307692307691,0.07692307692307691,0.019943019943019943,0.02279202279202279,0.6438746438746439,0.014245014245014244,0.02279202279202279,38.6,26.186046511627907,,33.370370370370374,,9.592592592592593,147.16666666666666,154.42857142857142,,41.25,,17.57079646017699,,293.8,,137.625
Lebanon,LBN,157,157,0,0,157,157,0.0,0.0,1362.9000000000003,1362.9000000000003,0.07384189530245054,0.10632581616868843,0.018969307172514858,0.4281527314174062,0.0275177074004722,0.26646584710575594,0.05772205487258813,0.021004640560123748,0.062341835709981926,0.11524402490459931,0.05189797148021691,0.22096806587668205,0.052420164691705164,0.37304679654549106,0.05691906005221932,0.06716208073910424,30.6361631753032,43.83827319587628,20.794793261868303,37.4513767863367,18.65665236051502,19.304179566563466,176.16657159155736,149.82094164697327,89.69526627218934,57.67739463601532,13.469294225481208,39.0789275331108,25.651622002820876,873.5624558927311,353.54651162790697,254.51854066985646
Liberia,LBR,8,9,0,0,8,9,0.0,0.0,321.6,361.8,0.004324012683770539,0.010665897953300661,0.0025944076102623233,0.04987027961948688,0.012107235514557507,0.9169789564716057,0.0014413375612568461,0.0020178725857595845,0.07305194805194805,0.17337662337662338,0.02922077922077922,0.16201298701298703,0.033766233766233764,0.24155844155844156,0.22759740259740258,0.05941558441558441,18.2,29.115555555555556,15.486486486486488,24.94194756554307,1.8888888888888888,14.177777777777777,61.387283236994215,88.57915831663325,8.071428571428571,11.73076923076923,5.030807922037095,20.758064516129032,37.400000000000006,67.03138373751783,72.85714285714286,39.540983606557376
Lithuania,LTU,365,365,0,0,365,365,0.0,0.0,4658.5,4658.5,0.4545454545454545,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.1225071225071225,0.07692307692307693,0.07692307692307693,0.019943019943019946,0.022792022792022793,0.6438746438746439,0.014245014245014244,0.022792022792022793,38.6,26.186046511627907,,33.37037037037037,,9.592592592592593,147.16666666666666,154.42857142857142,,41.25,,17.57079646017699,,293.8,,137.625
Luxembourg,LUX,1242,1733,0,491,1242,1242,0.0,54950.59999999999,3476.1000000000004,3476.1,0.0,0.05555555555555556,0.6666666666666667,0.05555555555555556,0.0,0.2037037037037037,0.01851851851851852,0.0,0.056603773584905655,0.16981132075471697,0.03773584905660377,0.056603773584905655,0.1320754716981132,0.43396226415094336,0.07547169811320754,0.03773584905660377,,51.333333333333336,26.999999999999996,25.666666666666664,4.75,15.5,213.0,125.00000000000001,,19.857142857142858,12.090909090909092,32.434782608695656,67.0,221.5,,93.5
Madagascar,MDG,4,0,4,0,0,0,415.6,0.0,0.0,0.0,0.03261739594450373,0.013874066168623266,0.0044690501600853786,0.08804695837780149,0.005869797225186766,0.8361125933831376,0.00993863393810032,0.009071504802561366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.883435582822088,,12.086538461538462,,8.223880597014926,,47.13636363636364,,11.431818181818182,,6.891184682887914,,24.510067114093964,,25.551470588235293,
Malawi,MWI,2,0,2,0,0,0,206.0,0.0,0.0,0.0,0.03261739594450373,0.013874066168623266,0.0044690501600853786,0.08804695837780149,0.005869797225186766,0.8361125933831376,0.00993863393810032,0.009071504802561366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.883435582822088,,12.086538461538462,,8.223880597014926,,47.13636363636364,,11.431818181818182,,6.891184682887914,,24.510067114093964,,25.551470588235293,
Malaysia,MYS,365,365,0,0,365,365,0.0,0.0,11323.5,11269.7,0.12160878034874331,0.03831900033258897,0.009027414833467954,0.6275241127001473,0.034256663657528386,0.10585831709982421,0.05014966503539697,0.013256045992302942,0.018879249195176515,0.15905494625416053,0.041305178152452666,0.11076553718557318,0.05047198122987941,0.35652316254706173,0.21651115840017462,0.04648878703552136,38.35710099628833,35.36705202312139,30.437073775573467,35.78353344768439,12.294736842105262,37.39894319682959,209.63672155971986,158.40098522167492,62.338418862690716,28.144864864864864,13.362432675044884,14.984848484848483,193.54618664140216,101.63155241935483,546.4910394265233,359.4107981220658
Malta,MLT,61,62,0,0,61,62,0.0,0.0,546.7000000000002,555.4000000000002,0.22801302931596093,0.09011943539630836,0.15200868621064062,0.245385450597177,0.04343105320304018,0.13137893593919653,0.08469055374592835,0.024972855591748104,0.11538461538461538,0.02508361204013378,0.07357859531772575,0.4180602006688963,0.10367892976588629,0.21237458193979933,0.023411371237458192,0.028428093645484948,34.58571428571428,190.6086956521739,98.26506024096385,170.79999999999998,6.521428571428571,19.863636363636363,190.26991150442478,119.188,190.725,130.8709677419355,66.26446280991736,196.94488188976376,260.025641025641,710.9285714285714,402.6086956521739,1303.1764705882354
Mexico,MEX,1303,1251,417,365,886,886,28643.0,23287.0,44203.7,44203.7,0.02859931673987311,0.03465104929233773,0.023035627135187895,0.32210834553440704,0.04938994631527574,0.4671547096144461,0.06793557833089311,0.007125427037579307,0.0217347554840008,0.16663312537733946,0.019319782652445154,0.02596095793922318,0.042262024552223776,0.4185952908029784,0.224391225598712,0.08110283759307707,34.33788395904436,55.870370370370374,21.481690140845068,26.705314009661837,29.330508474576273,19.031250000000004,345.049696969697,121.50387596899225,18.50395256916996,25.166666666666668,12.510029251984955,52.23413461538462,51.43390804597701,164.80896860986547,136.16438356164383,91.84367245657569
Morocco,MAR,1839,1833,0,0,1839,1833,0.0,0.0,19150.500000000004,19111.2,0.26795096322241685,0.027145359019264452,0.1129597197898424,0.16112084063047288,0.017513134851138357,0.38266199649737304,0.010507880910683012,0.02014010507880911,0.028215223097112854,0.15157480314960628,0.052493438320209966,0.1548556430446194,0.053805774278215215,0.4186351706036745,0.12007874015748031,0.02034120734908136,30.029411764705884,30.906976744186046,29.354838709677416,26.051948051948052,3.2868217054263567,8.612499999999999,286.6902173913043,255.02966101694915,20.2,41.74390243902439,8.237986270022883,52.957680250783696,67.33333333333333,335.9071038251366,632.5217391304348,513.2258064516129
Namibia,NAM,134,135,0,0,134,135,0.0,0.0,5386.799999999998,5426.999999999998,0.03261739594450373,0.013874066168623264,0.0044690501600853786,0.08804695837780148,0.0058697972251867655,0.8361125933831376,0.009938633938100318,0.009071504802561364,0.036518475750577366,0.1758083140877598,0.017609699769053116,0.18937644341801385,0.03507505773672055,0.16801385681293302,0.33775981524249427,0.03983833718244804,23.883435582822084,41.72332015810277,12.086538461538462,25.721674876847292,8.223880597014924,19.28688524590164,47.13636363636364,117.53353658536585,11.431818181818182,38.81893004115227,6.891184682887914,38.70360824742268,24.51006711409396,80.06410256410255,25.551470588235293,30.92028985507246
Nigeria,NGA,381,365,16,0,365,365,1801.6,0.0,7834.299999999999,7834.299999999999,0.00432401268377054,0.010665897953300665,0.0025944076102623237,0.04987027961948689,0.01210723551455751,0.9169789564716057,0.0014413375612568466,0.002017872585759585,0.07305194805194805,0.17337662337662335,0.02922077922077922,0.16201298701298703,0.033766233766233764,0.24155844155844156,0.2275974025974026,0.059415584415584415,18.2,29.115555555555556,15.486486486486488,24.941947565543074,1.8888888888888888,14.177777777777775,61.38728323699422,88.57915831663327,8.071428571428571,11.730769230769232,5.030807922037096,20.75806451612903,37.4,67.03138373751783,72.85714285714285,39.540983606557376
North Macedonia,MKD,81,77,0,0,81,77,0.0,0.0,943.5,907.7999999999996,0.08856088560885608,0.051660516605166046,0.014760147601476014,0.46125461254612543,0.09594095940959409,0.19188191881918817,0.055350553505535055,0.04059040590405904,0.048087431693989074,0.15191256830601094,0.02185792349726776,0.08306010928961749,0.0546448087431694,0.45464480874316937,0.16612021857923498,0.019672131147540982,27.208333333333332,43.04545454545455,14.571428571428573,40.92086330935252,22.5,12.850000000000001,61.888,127.65789473684211,14.576923076923077,27.880000000000003,8.326923076923077,58.67067307692308,12.933333333333334,128.80921052631578,43.454545454545446,75.0
Norway,NOR,9800,9815,0,14,9800,9801,0.0,1479.0,50514.2,50513.4,0.005208333333333333,0.15625,0.06770833333333333,0.3177083333333333,0.08333333333333333,0.3125,0.015625,0.041666666666666664,0.11526479750778816,0.07165109034267912,0.037383177570093455,0.3177570093457944,0.04672897196261682,0.205607476635514,0.1277258566978193,0.0778816199376947,30.0,91.37837837837839,51.46666666666667,51.86956521739131,164.15384615384613,15.416666666666668,219.5409836065574,146.1470588235294,41.75,56.33333333333333,12.383333333333333,34.803030303030305,203.66666666666666,256.70731707317077,500.75,352.35999999999996
Oman,OMN,260,260,0,0,260,260,0.0,0.0,9999.0,9999.0,0.07384189530245054,0.10632581616868843,0.018969307172514858,0.4281527314174062,0.0275177074004722,0.26646584710575594,0.05772205487258813,0.021004640560123748,0.062341835709981926,0.11524402490459933,0.05189797148021691,0.22096806587668205,0.05242016469170516,0.37304679654549106,0.05691906005221932,0.06716208073910424,30.636163175303196,43.83827319587628,20.7947932618683,37.4513767863367,18.65665236051502,19.30417956656347,176.16657159155733,149.8209416469733,89.69526627218934,57.67739463601533,13.469294225481208,39.07892753311081,25.651622002820876,873.5624558927311,353.54651162790697,254.51854066985646
Pakistan,PAK,312,312,0,0,312,312,0.0,0.0,11696.8,11696.8,0.7913872220261208,0.03176844334627603,0.004588775150017649,0.05894811154253442,0.03423932227320861,0.04376985527709142,0.002117896223085069,0.033180374161666075,0.011450381679389313,0.12022900763358779,0.033396946564885496,0.04103053435114504,0.020038167938931296,0.49427480916030536,0.26717557251908397,0.012404580152671756,15.657894736842104,34.333333333333336,11.933333333333334,18.57936507936508,5.538461538461538,14.228571428571428,48.06586826347305,98.6046511627907,18.31958762886598,18.285714285714285,3.153225806451613,35.02895752895753,9.166666666666666,106.81785714285714,315.78723404255317,257.53846153846155
Panama,PAN,367,365,0,0,367,365,0.0,0.0,13052.8,13013.6,0.028599316739873117,0.034651049292337734,0.023035627135187902,0.3221083455344071,0.049389946315275754,0.46715470961444616,0.06793557833089314,0.007125427037579309,0.021734755484000806,0.1666331253773395,0.01931978265244516,0.025960957939223185,0.04226202455222379,0.41859529080297847,0.22439122559871202,0.08110283759307707,34.33788395904437,55.87037037037037,21.481690140845068,26.705314009661837,29.33050847457627,19.03125,345.0496969696969,121.50387596899225,18.50395256916996,25.166666666666668,12.510029251984957,52.23413461538462,51.433908045977006,164.80896860986547,136.16438356164383,91.84367245657569
Peru,PER,417,365,52,0,365,365,5720.0,0.0,7476.799999999998,7476.799999999998,0.0019305592681695327,0.0005940182363598561,0.004692744067242864,0.0022572692981674535,0.000772223707267813,0.9880305325373487,0.0013365410318096765,0.0003861118536339065,0.018152480839048003,0.17749092375958048,0.03267446551028641,0.029447357805566763,0.12182331585316661,0.2501008471157725,0.3085921742638161,0.06171843485276322,37.07692307692307,42.13333333333333,10.700000000000001,28.64090909090909,1.5379746835443038,18.814814814814813,58.44736842105263,86.86301369863013,27.846153846153843,22.403973509933774,10.69443275416341,43.806451612903224,15.555555555555557,166.22091503267973,64.61538461538461,226.16993464052288
Philippines,PHL,365,365,0,0,365,365,0.0,0.0,12345.7,12372.6,0.12160878034874331,0.03831900033258897,0.009027414833467954,0.6275241127001473,0.034256663657528386,0.10585831709982421,0.05014966503539697,0.013256045992302942,0.018879249195176515,0.15905494625416053,0.041305178152452666,0.11076553718557318,0.05047198122987941,0.35652316254706173,0.21651115840017462,0.04648878703552136,38.35710099628833,35.36705202312139,30.437073775573467,35.78353344768439,12.294736842105262,37.39894319682959,209.63672155971986,158.40098522167492,62.338418862690716,28.144864864864864,13.362432675044884,14.984848484848483,193.54618664140216,101.63155241935483,546.4910394265233,359.4107981220658
Poland,POL,4699,4699,0,0,4699,4699,0.0,0.0,28190.3,28178.1,0.3370165745856353,0.016574585635359115,0.19060773480662982,0.016574585635359115,0.1022099447513812,0.287292817679558,0.030386740331491708,0.019337016574585635,0.01785714285714286,0.011904761904761904,0.05952380952380952,0.5595238095238095,0.16071428571428573,0.02976190476190476,0.125,0.03571428571428572,35.704918032786885,77.66666666666667,30.0,20.0,5.521739130434782,10.9,102.16666666666667,143.7127659574468,67.45945945945947,56.370370370370374,13.317307692307692,46.6,302.6363636363636,278.4761904761905,240.42857142857142,295.3333333333333
Portugal,PRT,5238,5232,0,0,5238,5232,0.0,0.0,42401.600000000006,42333.600000000006,0.2280130293159609,0.09011943539630836,0.1520086862106406,0.24538545059717698,0.043431053203040165,0.1313789359391965,0.08469055374592833,0.024972855591748097,0.1153846153846154,0.02508361204013378,0.07357859531772576,0.4180602006688964,0.1036789297658863,0.21237458193979936,0.023411371237458196,0.028428093645484948,34.58571428571428,190.6086956521739,98.26506024096383,170.8,6.521428571428572,19.863636363636363,190.26991150442478,119.18799999999999,190.72500000000002,130.8709677419355,66.26446280991735,196.9448818897638,260.025641025641,710.9285714285714,402.60869565217394,1303.1764705882356
Puerto Rico,PRI,436,0,436,0,0,0,47096.8,0.0,0.0,0.0,0.012731902510003636,0.013459439796289559,0.003637686431429611,0.11458712259003273,0.01018552200800291,0.8279374317933795,0.0043652237177155325,0.0130956711531466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.82857142857143,,14.405405405405407,,2.4999999999999996,,92.8920634920635,,11.178571428571429,,1.101493848857645,,35.16666666666667,,2603.277777777778,
Qatar,QAT,730,730,365,365,365,365,39548.0,39548.0,6569.0,6569.0,0.07384189530245054,0.10632581616868844,0.01896930717251486,0.42815273141740623,0.0275177074004722,0.26646584710575594,0.057722054872588135,0.02100464056012375,0.06234183570998192,0.11524402490459931,0.05189797148021691,0.22096806587668205,0.05242016469170516,0.373046796545491,0.05691906005221932,0.06716208073910424,30.6361631753032,43.83827319587628,20.794793261868296,37.4513767863367,18.65665236051502,19.30417956656347,176.1665715915573,149.82094164697327,89.69526627218934,57.67739463601532,13.469294225481208,39.0789275331108,25.651622002820872,873.5624558927311,353.5465116279069,254.5185406698564
Romania,ROU,1659,1635,0,0,1659,1635,0.0,0.0,13502.2,13344.000000000004,0.3370165745856353,0.016574585635359112,0.1906077348066298,0.016574585635359112,0.10220994475138119,0.28729281767955794,0.030386740331491708,0.01933701657458563,0.017857142857142856,0.011904761904761904,0.05952380952380952,0.5595238095238095,0.16071428571428573,0.02976190476190476,0.125,0.03571428571428571,35.704918032786885,77.66666666666667,30.0,20.0,5.521739130434782,10.9,102.16666666666666,143.7127659574468,67.45945945945945,56.370370370370374,13.317307692307693,46.6,302.6363636363636,278.4761904761905,240.42857142857142,295.33333333333337
Russia,RUS,2354,2605,471,721,1883,1884,60720.0,95060.0,10318.9,10318.9,0.044444444444444446,0.027777777777777776,0.5277777777777778,0.016666666666666666,0.05,0.12222222222222222,0.2111111111111111,0.0,0.0016420361247947454,0.054187192118226604,0.0,0.016420361247947456,0.019704433497536946,0.6781609195402298,0.22988505747126436,0.0,11.5,92.0,22.2,30.696969696969695,257.7473684210526,,244.0,91.6,11.777777777777779,17.25,14.363636363636363,5.033898305084746,10.052631578947368,501.98571428571427,,
Rwanda,RWA,365,365,0,0,365,365,0.0,0.0,7998.8,7998.8,0.0011900576096070105,0.0011900576096070105,0.0003245611662564574,0.0016768993589916965,0.0001622805831282287,0.9945365537013496,0.0001622805831282287,0.000757309387931734,0.01948051948051948,0.14680971202710333,0.020609824957651044,0.0657820440429136,0.03359683794466403,0.3848108413325804,0.25889328063241107,0.07001693958215698,27.727272727272727,15.768115942028984,11.522727272727272,22.765384615384615,1.1666666666666667,10.493150684931507,101.74193548387098,78.49785407725322,13.166666666666668,15.084033613445378,13.844660194174757,22.479823917828323,25.333333333333332,55.20283533260632,292.53571428571433,122.2258064516129
Saudi Arabia,SAU,313,356,313,356,0,0,31471.6,35767.7,0.0,0.0,0.07384189530245056,0.10632581616868844,0.01896930717251486,0.4281527314174062,0.0275177074004722,0.26646584710575594,0.05772205487258813,0.02100464056012375,0.06234183570998192,0.11524402490459931,0.05189797148021691,0.22096806587668205,0.052420164691705164,0.37304679654549106,0.05691906005221932,0.06716208073910424,30.636163175303192,43.83827319587629,20.7947932618683,37.4513767863367,18.65665236051502,19.30417956656347,176.16657159155733,149.8209416469733,89.69526627218934,57.67739463601532,13.46929422548121,39.0789275331108,25.651622002820876,873.5624558927311,353.54651162790697,254.5185406698565
Senegal,SEN,22,23,0,0,22,23,0.0,0.0,191.39999999999992,200.0999999999999,0.004324012683770538,0.010665897953300661,0.002594407610262323,0.049870279619486875,0.012107235514557507,0.9169789564716055,0.001441337561256846,0.0020178725857595845,0.07305194805194805,0.17337662337662338,0.02922077922077922,0.162012987012987,0.033766233766233764,0.24155844155844156,0.2275974025974026,0.059415584415584415,18.2,29.11555555555556,15.486486486486486,24.94194756554307,1.8888888888888888,14.177777777777777,61.38728323699422,88.57915831663327,8.071428571428571,11.730769230769232,5.030807922037095,20.758064516129032,37.400000000000006,67.03138373751783,72.85714285714285,39.540983606557376
Serbia,SRB,730,730,0,0,730,730,0.0,0.0,2464.5,2464.5,0.08856088560885611,0.05166051660516606,0.014760147601476018,0.46125461254612554,0.09594095940959411,0.19188191881918823,0.05535055350553506,0.040590405904059046,0.048087431693989074,0.15191256830601094,0.02185792349726776,0.0830601092896175,0.054644808743169404,0.4546448087431695,0.166120218579235,0.019672131147540985,27.208333333333332,43.04545454545455,14.571428571428571,40.92086330935252,22.5,12.85,61.888000000000005,127.6578947368421,14.576923076923078,27.880000000000003,8.326923076923077,58.67067307692307,12.933333333333334,128.80921052631578,43.45454545454545,75.0
Sierra Leone,SLE,9,9,0,0,9,9,0.0,0.0,361.8,361.8,0.004324012683770539,0.010665897953300665,0.0025944076102623237,0.04987027961948688,0.012107235514557509,0.9169789564716055,0.0014413375612568463,0.002017872585759585,0.07305194805194805,0.17337662337662338,0.02922077922077922,0.16201298701298703,0.033766233766233764,0.24155844155844156,0.22759740259740258,0.05941558441558441,18.2,29.115555555555556,15.486486486486486,24.94194756554307,1.8888888888888888,14.177777777777777,61.38728323699422,88.57915831663325,8.071428571428573,11.73076923076923,5.030807922037096,20.758064516129032,37.400000000000006,67.03138373751783,72.85714285714286,39.540983606557376
Singapore,SGP,911,910,184,180,727,730,20240.0,19800.0,14717.999999999998,14776.8,0.12160878034874327,0.03831900033258896,0.009027414833467952,0.6275241127001472,0.034256663657528386,0.1058583170998242,0.050149665035396966,0.013256045992302939,0.018879249195176518,0.15905494625416053,0.041305178152452666,0.11076553718557319,0.05047198122987942,0.35652316254706173,0.21651115840017465,0.04648878703552137,38.35710099628834,35.36705202312139,30.437073775573467,35.78353344768439,12.294736842105262,37.398943196829585,209.63672155971986,158.4009852216749,62.33841886269071,28.144864864864864,13.362432675044882,14.984848484848484,193.54618664140216,101.63155241935483,546.4910394265233,359.4107981220657
Slovenia,SVN,459,459,0,0,459,459,0.0,0.0,2645.8,2645.8,0.33701657458563544,0.01657458563535912,0.19060773480662987,0.01657458563535912,0.10220994475138123,0.28729281767955805,0.03038674033149172,0.019337016574585638,0.01785714285714286,0.011904761904761906,0.05952380952380953,0.5595238095238095,0.16071428571428573,0.029761904761904764,0.125,0.03571428571428572,35.704918032786885,77.66666666666667,30.000000000000004,20.0,5.521739130434783,10.899999999999999,102.16666666666667,143.71276595744683,67.45945945945945,56.370370370370374,13.317307692307695,46.6,302.6363636363637,278.4761904761905,240.4285714285714,295.33333333333337
South Africa,ZAF,1056,886,326,156,730,730,36166.8,17160.0,23987.4,23987.4,0.03261739594450374,0.013874066168623267,0.004469050160085379,0.08804695837780152,0.005869797225186767,0.8361125933831377,0.009938633938100322,0.009071504802561367,0.03651847575057737,0.17580831408775982,0.01760969976905312,0.18937644341801385,0.03507505773672055,0.16801385681293304,0.33775981524249427,0.039838337182448044,23.883435582822088,41.723320158102766,12.086538461538462,25.721674876847295,8.223880597014926,19.28688524590164,47.13636363636363,117.53353658536587,11.431818181818182,38.818930041152264,6.891184682887915,38.70360824742268,24.51006711409396,80.06410256410257,25.551470588235297,30.92028985507246
Spain,ESP,15641,15678,0,66,15641,15612,0.0,6627.0,127121.2,126685.9,0.2280130293159609,0.09011943539630834,0.1520086862106406,0.24538545059717695,0.043431053203040165,0.1313789359391965,0.08469055374592833,0.024972855591748097,0.11538461538461538,0.02508361204013378,0.07357859531772576,0.41806020066889626,0.10367892976588629,0.2123745819397993,0.023411371237458196,0.028428093645484948,34.58571428571429,190.60869565217394,98.26506024096386,170.79999999999998,6.521428571428572,19.863636363636363,190.26991150442478,119.188,190.725,130.8709677419355,66.26446280991736,196.94488188976382,260.02564102564105,710.9285714285714,402.60869565217394,1303.1764705882354
Sudan,SDN,2,0,2,0,0,0,206.0,0.0,0.0,0.0,0.0011900576096070105,0.0011900576096070105,0.0003245611662564574,0.0016768993589916965,0.0001622805831282287,0.9945365537013496,0.0001622805831282287,0.0007573093879317339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72727272727273,,11.522727272727273,,1.1666666666666667,,101.74193548387098,,13.166666666666666,,13.844660194174757,,25.333333333333332,,292.53571428571433,
Suriname,SUR,498,497,0,0,498,497,0.0,0.0,14123.6,14102.3,0.0,0.0009066183136899365,0.05983680870353581,0.011786038077969175,0.0,0.927470534904805,0.0,0.0,0.009107468123861567,0.1575591985428051,0.023679417122040074,0.020947176684881604,0.026411657559198543,0.6156648451730419,0.12932604735883424,0.017304189435336976,,30.6,17.0,21.803468208092486,0.7121212121212122,19.23076923076923,42.38461538461539,76.26086956521739,,11.137931034482758,1.8631476050830889,8.965976331360947,,54.33098591549296,,39.1578947368421
Sweden,SWE,4367,4458,0,92,4367,4366,0.0,9558.8,27194.8,27183.4,0.10216110019646367,0.15913555992141457,0.049115913555992145,0.2927308447937132,0.20432220039292734,0.06777996070726917,0.11591355599214147,0.008840864440078587,0.08719346049046321,0.1226158038147139,0.04087193460490463,0.14032697547683923,0.05449591280653951,0.2452316076294278,0.2411444141689373,0.06811989100817438,41.36538461538461,79.234375,14.555555555555555,45.133333333333326,21.26,26.099999999999998,94.38926174496645,152.3980582524272,20.894230769230766,79.14999999999999,13.391304347826088,22.705555555555552,112.92372881355934,203.83050847457628,94.44444444444444,149.78
Switzerland,CHE,8915,8967,0,52,8915,8915,0.0,5200.0,49050.8,49038.100000000006,0.06451612903225806,0.10752688172043011,0.0,0.6451612903225806,0.06451612903225806,0.0,0.0967741935483871,0.021505376344086023,0.015625,0.15625,0.046875,0.109375,0.046875,0.3125,0.25,0.0625,82.5,122.0,42.5,53.8,,24.666666666666668,426.9166666666667,237.42857142857142,64.33333333333333,63.0,,9.8,776.5555555555555,215.875,220.5,287.25
Taiwan,TWN,795,798,72,72,723,726,7920.0,7920.0,18873.800000000003,18932.6,0.45380278904163784,0.04671150232420137,0.00493521906834141,0.3490950450004945,0.09599446147759864,0.017851844525764018,0.016951834635545445,0.014657303926416773,0.03825741378876675,0.11447040772694114,0.039037150690444444,0.06169982644565736,0.07012601554443242,0.44158261438237284,0.17750333274643454,0.057323238674950316,14.234482608316624,83.17028270874425,43.267203048909586,43.3300373544276,116.98797595190382,36.58569587628865,275.7590730090376,179.9033836119038,21.259633216567074,32.74748923959828,26.9601108033241,18.049043062200955,45.19136522753792,141.96358225875017,148.03306342780027,277.9249670908293
Tanzania,TZA,7,8,0,0,7,8,0.0,0.0,88.9,101.6,0.0011900576096070105,0.0011900576096070105,0.00032456116625645745,0.0016768993589916968,0.00016228058312822873,0.9945365537013496,0.00016228058312822873,0.0007573093879317339,0.019480519480519484,0.14680971202710333,0.020609824957651048,0.06578204404291361,0.03359683794466404,0.38481084133258053,0.2588932806324111,0.07001693958215698,27.727272727272723,15.768115942028986,11.522727272727272,22.76538461538462,1.1666666666666665,10.493150684931507,101.74193548387096,78.49785407725322,13.166666666666666,15.084033613445378,13.844660194174756,22.47982391782832,25.333333333333332,55.20283533260632,292.53571428571433,122.2258064516129
Thailand,THA,590,590,72,72,518,518,7920.0,7920.0,9602.0,9602.0,0.1216087803487433,0.03831900033258897,0.009027414833467954,0.6275241127001473,0.03425666365752839,0.10585831709982423,0.05014966503539697,0.013256045992302942,0.018879249195176518,0.15905494625416053,0.041305178152452666,0.11076553718557319,0.05047198122987941,0.3565231625470617,0.2165111584001746,0.04648878703552136,38.35710099628834,35.36705202312139,30.437073775573467,35.78353344768439,12.294736842105262,37.39894319682959,209.6367215597199,158.4009852216749,62.33841886269071,28.144864864864864,13.362432675044882,14.984848484848484,193.54618664140216,101.63155241935483,546.4910394265232,359.4107981220657
